week,player_id,player,pos,team,team_name,g,snaps,targets,rec,rec_yds,air_yds,yac,td,adot,racr,wopr,target_pct,air_pct,half_ppr_pts,ppr_pts,std_pts,half_ppr_ppg,ppr_ppg,std_ppg,touches,touches_pg
1,00-0034827,DJ Moore,WR,CHI,Bears,1,56,5,3,57,94,11,0,18.8,0.6064,46.7,14.71,35.21,8.0,9.5,6.5,8.0,9.5,6.5,6,6
1,00-0037291,Jalen Nailor,WR,MIN,Vikings,1,49,3,1,28,15,9,0,5.0,1.8667,31.47,15.0,12.82,3.3,3.8,2.8,3.3,3.8,2.8,1,1
1,00-0039919,Rome Odunze,WR,CHI,Bears,1,63,9,6,48,55,2,1,6.1111,0.8727,54.13,26.47,20.6,13.8,16.8,10.8,13.8,16.8,10.8,6,6
1,00-0036275,D'Andre Swift,RB,CHI,Bears,1,54,5,3,12,-3,17,0,-0.6,-4.0,21.27,14.71,-1.12,8.0,9.5,6.5,8.0,9.5,6.5,20,20
1,00-0030035,Adam Thielen,WR,MIN,Vikings,1,32,1,0,0,7,0,0,7.0,0.0,11.69,5.0,5.98,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1,00-0035208,Olamide Zaccheaus,WR,CHI,Bears,1,30,7,4,42,59,21,0,8.4286,0.7119,46.35,20.59,22.1,6.2,8.2,4.2,6.2,8.2,4.2,4,4
1,00-0036265,AJ Dillon,RB,PHI,Eagles,1,8,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3,3
1,00-0035676,A.J. Brown,WR,PHI,Eagles,1,55,1,1,8,8,0,0,8.0,1.0,13.79,5.0,8.99,1.3,1.8,0.8,1.3,1.8,0.8,1,1
1,00-0034844,Saquon Barkley,RB,PHI,Eagles,1,50,5,4,24,-5,27,0,-1.0,-4.8,33.57,25.0,-5.62,16.4,18.4,14.4,16.4,18.4,14.4,22,22
1,00-0037741,Jahan Dotson,WR,PHI,Eagles,1,29,3,3,59,48,11,0,16.0,1.2292,60.25,15.0,53.93,7.4,8.9,5.9,7.4,8.9,5.9,3,3
1,00-0036358,CeeDee Lamb,WR,DAL,Cowboys,1,56,13,7,110,182,44,0,14.0,0.6044,97.58,39.39,54.98,14.5,18.0,11.0,14.5,18.0,11.0,7,7
1,00-0037247,George Pickens,WR,DAL,Cowboys,1,56,4,3,30,52,1,0,13.0,0.5769,29.18,12.12,15.71,4.5,6.0,3.0,4.5,6.0,3.0,3,3
1,00-0035243,Miles Sanders,RB,DAL,Cowboys,1,11,1,1,-3,-5,2,0,-5.0,0.6,3.49,3.03,-1.51,5.5,6.0,5.0,5.5,6.0,5.0,5,5
1,00-0039746,Will Shipley,RB,PHI,Eagles,1,5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.6,2.6,2.6,2.6,2.6,2.6,3,3
1,00-0036912,DeVonta Smith,WR,PHI,Eagles,1,56,3,3,16,4,12,0,1.3333,4.0,25.65,15.0,4.49,3.1,4.6,1.6,3.1,4.6,1.6,3,3
1,00-0037666,Jalen Tolbert,WR,DAL,Cowboys,1,27,2,1,0,9,3,0,4.5,0.0,10.99,6.06,2.72,0.5,1.0,0.0,0.5,1.0,0.0,1,1
1,00-0037801,KaVontae Turpin,WR,DAL,Cowboys,1,28,2,2,18,7,11,0,3.5,2.5714,10.57,6.06,2.11,3.7,4.7,2.7,3.7,4.7,2.7,4,4
1,00-0036997,Javonte Williams,RB,DAL,Cowboys,1,47,3,2,10,3,6,0,1.0,3.3333,14.27,9.09,0.91,19.4,20.4,18.4,19.4,20.4,18.4,17,17
